Type,RUN,TOOL,TPR,TNR,FPR,TP,TN,FP,FN,SHARED
Top_SNPs,n100/run16,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run17,MultiGWAS,0.2,0.987179487179487,0.0128205128205128,2,385,5,8,Shared2
Top_SNPs,n100/run17,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run17,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run17,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run18,MultiGWAS,0.2,0.98974358974359,0.0102564102564103,2,386,4,8,Shared2
Top_SNPs,n100/run18,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run18,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run18,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run19,MultiGWAS,0.2,0.992307692307692,0.00769230769230769,2,387,3,8,Shared2
Top_SNPs,n100/run19,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run19,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run19,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run2,MultiGWAS,0.3,0.992307692307692,0.00769230769230769,3,387,3,7,Shared2
Top_SNPs,n100/run2,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run2,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run2,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run20,MultiGWAS,0.2,0.992307692307692,0.00769230769230769,2,387,3,8,Shared2
Top_SNPs,n100/run20,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run20,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run20,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run21,MultiGWAS,0.2,0.994871794871795,0.00512820512820513,2,388,2,8,Shared2
Top_SNPs,n100/run21,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run21,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run21,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run22,MultiGWAS,0.4,0.98974358974359,0.0102564102564103,4,386,4,6,Shared2
Top_SNPs,n100/run22,GWASpoly,0.5,0.987179487179487,0.0128205128205128,5,385,5,5,Shared2
Top_SNPs,n100/run22,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run22,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run23,MultiGWAS,0.2,0.992307692307692,0.00769230769230769,2,387,3,8,Shared2
Top_SNPs,n100/run23,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run23,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run23,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run24,MultiGWAS,0.1,0.987179487179487,0.0128205128205128,1,385,5,9,Shared2
Top_SNPs,n100/run24,GWASpoly,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run24,GAPIT,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run24,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run25,MultiGWAS,0.1,0.987179487179487,0.0128205128205128,1,385,5,9,Shared2
Top_SNPs,n100/run25,GWASpoly,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run25,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run25,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run26,MultiGWAS,0.3,0.992307692307692,0.00769230769230769,3,387,3,7,Shared2
Top_SNPs,n100/run26,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run26,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run26,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run27,MultiGWAS,0.3,0.994871794871795,0.00512820512820513,3,388,2,7,Shared2
Top_SNPs,n100/run27,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run27,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run27,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run28,MultiGWAS,0.2,0.992307692307692,0.00769230769230769,2,387,3,8,Shared2
Top_SNPs,n100/run28,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run28,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run28,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run29,MultiGWAS,0.2,0.987179487179487,0.0128205128205128,2,385,5,8,Shared2
Top_SNPs,n100/run29,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run29,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run29,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run3,MultiGWAS,0.2,0.994871794871795,0.00512820512820513,2,388,2,8,Shared2
Top_SNPs,n100/run3,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run3,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run3,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run30,MultiGWAS,0.2,0.994871794871795,0.00512820512820513,2,388,2,8,Shared2
Top_SNPs,n100/run30,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run30,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run30,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run31,MultiGWAS,0.2,0.994871794871795,0.00512820512820513,2,388,2,8,Shared2
Top_SNPs,n100/run31,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run31,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run31,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run32,MultiGWAS,0.2,0.987179487179487,0.0128205128205128,2,385,5,8,Shared2
Top_SNPs,n100/run32,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run32,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run32,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run33,MultiGWAS,0.2,0.987179487179487,0.0128205128205128,2,385,5,8,Shared2
Top_SNPs,n100/run33,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run33,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run33,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run34,MultiGWAS,0.3,0.992307692307692,0.00769230769230769,3,387,3,7,Shared2
Top_SNPs,n100/run34,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run34,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run34,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run35,MultiGWAS,0.2,0.992307692307692,0.00769230769230769,2,387,3,8,Shared2
Top_SNPs,n100/run35,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run35,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run35,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run36,MultiGWAS,0.3,0.98974358974359,0.0102564102564103,3,386,4,7,Shared2
Top_SNPs,n100/run36,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run36,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run36,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run37,MultiGWAS,0.2,0.992307692307692,0.00769230769230769,2,387,3,8,Shared2
Top_SNPs,n100/run37,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run37,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run37,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run38,MultiGWAS,0.3,0.987179487179487,0.0128205128205128,3,385,5,7,Shared2
Top_SNPs,n100/run38,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run38,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run38,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run39,MultiGWAS,0.2,0.98974358974359,0.0102564102564103,2,386,4,8,Shared2
Top_SNPs,n100/run39,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run39,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run39,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run4,MultiGWAS,0.2,0.98974358974359,0.0102564102564103,2,386,4,8,Shared2
Top_SNPs,n100/run4,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run4,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run4,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run40,MultiGWAS,0.3,0.987179487179487,0.0128205128205128,3,385,5,7,Shared2
Top_SNPs,n100/run40,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run40,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run40,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run41,MultiGWAS,0.3,0.98974358974359,0.0102564102564103,3,386,4,7,Shared2
Top_SNPs,n100/run41,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run41,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run41,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run42,MultiGWAS,0.2,0.992307692307692,0.00769230769230769,2,387,3,8,Shared2
Top_SNPs,n100/run42,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run42,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run42,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run43,MultiGWAS,0.2,0.98974358974359,0.0102564102564103,2,386,4,8,Shared2
Top_SNPs,n100/run43,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run43,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run43,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run44,MultiGWAS,0.3,0.987179487179487,0.0128205128205128,3,385,5,7,Shared2
Top_SNPs,n100/run44,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run44,GAPIT,0.6,0.98974358974359,0.0102564102564103,6,386,4,4,Shared2
Top_SNPs,n100/run44,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run45,MultiGWAS,0.2,0.987179487179487,0.0128205128205128,2,385,5,8,Shared2
Top_SNPs,n100/run45,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run45,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run45,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run46,MultiGWAS,0.2,0.98974358974359,0.0102564102564103,2,386,4,8,Shared2
Top_SNPs,n100/run46,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run46,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run46,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run47,MultiGWAS,0.4,0.992307692307692,0.00769230769230769,4,387,3,6,Shared2
Top_SNPs,n100/run47,GWASpoly,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run47,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run47,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run48,MultiGWAS,0.3,0.992307692307692,0.00769230769230769,3,387,3,7,Shared2
Top_SNPs,n100/run48,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run48,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run48,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run49,MultiGWAS,0.2,0.992307692307692,0.00769230769230769,2,387,3,8,Shared2
Top_SNPs,n100/run49,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run49,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run49,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run5,MultiGWAS,0.1,0.992307692307692,0.00769230769230769,1,387,3,9,Shared2
Top_SNPs,n100/run5,GWASpoly,0,0.974358974358974,0.0256410256410256,0,380,10,10,Shared2
Top_SNPs,n100/run5,GAPIT,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run5,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run50,MultiGWAS,0.1,0.984615384615385,0.0153846153846154,1,384,6,9,Shared2
Top_SNPs,n100/run50,GWASpoly,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run50,GAPIT,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run50,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run51,MultiGWAS,0.3,0.98974358974359,0.0102564102564103,3,386,4,7,Shared2
Top_SNPs,n100/run51,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run51,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run51,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run52,MultiGWAS,0.2,0.98974358974359,0.0102564102564103,2,386,4,8,Shared2
Top_SNPs,n100/run52,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run52,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run52,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run53,MultiGWAS,0.3,0.994871794871795,0.00512820512820513,3,388,2,7,Shared2
Top_SNPs,n100/run53,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run53,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run53,PLINK,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run54,MultiGWAS,0.2,0.994871794871795,0.00512820512820513,2,388,2,8,Shared2
Top_SNPs,n100/run54,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run54,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run54,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run55,MultiGWAS,0.2,0.984615384615385,0.0153846153846154,2,384,6,8,Shared2
Top_SNPs,n100/run55,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run55,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run55,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run56,MultiGWAS,0.2,0.98974358974359,0.0102564102564103,2,386,4,8,Shared2
Top_SNPs,n100/run56,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run56,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run56,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run57,MultiGWAS,0.2,0.994871794871795,0.00512820512820513,2,388,2,8,Shared2
Top_SNPs,n100/run57,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run57,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run57,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run58,MultiGWAS,0.2,0.992307692307692,0.00769230769230769,2,387,3,8,Shared2
Top_SNPs,n100/run58,GWASpoly,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run58,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run58,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run59,MultiGWAS,0.1,0.98974358974359,0.0102564102564103,1,386,4,9,Shared2
Top_SNPs,n100/run59,GWASpoly,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run59,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run59,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run6,MultiGWAS,0.3,1,0,3,390,0,7,Shared2
Top_SNPs,n100/run6,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run6,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run6,PLINK,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run60,MultiGWAS,0.3,0.984615384615385,0.0153846153846154,3,384,6,7,Shared2
Top_SNPs,n100/run60,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run60,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run60,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run61,MultiGWAS,0.4,0.98974358974359,0.0102564102564103,4,386,4,6,Shared2
Top_SNPs,n100/run61,GWASpoly,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run61,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run61,PLINK,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run62,MultiGWAS,0.2,0.98974358974359,0.0102564102564103,2,386,4,8,Shared2
Top_SNPs,n100/run62,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run62,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run62,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run63,MultiGWAS,0.1,0.992307692307692,0.00769230769230769,1,387,3,9,Shared2
Top_SNPs,n100/run63,GWASpoly,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run63,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run63,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run64,MultiGWAS,0.3,0.987179487179487,0.0128205128205128,3,385,5,7,Shared2
Top_SNPs,n100/run64,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run64,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run64,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run65,MultiGWAS,0.3,0.994871794871795,0.00512820512820513,3,388,2,7,Shared2
Top_SNPs,n100/run65,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run65,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run65,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run66,MultiGWAS,0.1,0.992307692307692,0.00769230769230769,1,387,3,9,Shared2
Top_SNPs,n100/run66,GWASpoly,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run66,GAPIT,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run66,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run67,MultiGWAS,0.2,0.98974358974359,0.0102564102564103,2,386,4,8,Shared2
Top_SNPs,n100/run67,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run67,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run67,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run68,MultiGWAS,0.1,0.987179487179487,0.0128205128205128,1,385,5,9,Shared2
Top_SNPs,n100/run68,GWASpoly,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run68,GAPIT,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run68,PLINK,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run7,MultiGWAS,0.1,0.987179487179487,0.0128205128205128,1,385,5,9,Shared2
Top_SNPs,n100/run7,GWASpoly,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run7,GAPIT,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run7,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run70,MultiGWAS,0.3,0.98974358974359,0.0102564102564103,3,386,4,7,Shared2
Top_SNPs,n100/run70,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run70,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run70,PLINK,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run71,MultiGWAS,0.3,0.994871794871795,0.00512820512820513,3,388,2,7,Shared2
Top_SNPs,n100/run71,GWASpoly,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run71,GAPIT,0.5,0.987179487179487,0.0128205128205128,5,385,5,5,Shared2
Top_SNPs,n100/run71,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run72,MultiGWAS,0.2,0.994871794871795,0.00512820512820513,2,388,2,8,Shared2
Top_SNPs,n100/run72,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run72,GAPIT,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run72,PLINK,0.1,0.976923076923077,0.0230769230769231,1,381,9,9,Shared2
Top_SNPs,n100/run73,MultiGWAS,0.2,0.994871794871795,0.00512820512820513,2,388,2,8,Shared2
Top_SNPs,n100/run73,GWASpoly,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run73,GAPIT,0.2,0.979487179487179,0.0205128205128205,2,382,8,8,Shared2
Top_SNPs,n100/run73,PLINK,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run74,MultiGWAS,0.4,0.98974358974359,0.0102564102564103,4,386,4,6,Shared2
Top_SNPs,n100/run74,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run74,GAPIT,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run74,PLINK,0.4,0.984615384615385,0.0153846153846154,4,384,6,6,Shared2
Top_SNPs,n100/run75,MultiGWAS,0.4,0.992307692307692,0.00769230769230769,4,387,3,6,Shared2
Top_SNPs,n100/run75,GWASpoly,0.3,0.982051282051282,0.0179487179487179,3,383,7,7,Shared2
Top_SNPs,n100/run75,GAPIT,0.5,0.987179487179487,0.0128205128205128,5,385,5,5,Shared2
